ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
535-70-4829|3544656594836799|Carlos|Oneill|M|6121 Thomas Isle Suite 918|Magnolia|TX|77354|30.2333|-95.5502|54225|Sound technician, broadcasting/film/video|2003-04-03|464521480697|young_adults_male_urban.json
698-16-7782|502036353006|Tony|Day|M|2297 Angela Mountain Suite 359|Riverside|CT|06878|41.038|-73.5811|8043|Geoscientist|1947-06-28|186874819274|adults_50up_male_urban.json
076-98-6234|213113385166313|Jose|Lane|M|1345 Roberson Causeway|Reno|NV|89502|39.4972|-119.7764|276896|Surveyor, planning and development|1990-12-24|115869419582|adults_2550_male_urban.json
485-41-3573|4374799455309527618|Michael|Arnold|M|563 Chavez Spurs|Birdsboro|PA|19508|40.2563|-75.8344|15725|Field seismologist|1944-10-26|951488891580|adults_50up_male_urban.json
571-93-8201|4997854555041588|Pamela|Brewer|F|8060 Mcdonald Shoals|Mcallen|TX|78501|26.2154|-98.2359|131628|Therapist, nutritional|1929-03-21|803118509522|adults_50up_female_urban.json
287-91-4277|3592318205904687|Sherry|Phillips|F|940 Macias Flat|Traverse City|MI|49684|44.694|-85.6763|70019|Geochemist|1981-02-04|895475307929|adults_2550_female_urban.json
880-63-7947|3582686245831405|Kenneth|Jennings|M|47270 Kelsey River Apt. 954|Jackson|MI|49202|42.2634|-84.4083|104131|Theme park manager|1999-02-03|613019972473|young_adults_male_urban.json
249-42-3308|4229677506371|Mary|Carr|F|554 Jonathan Creek|Oxnard|CA|93035|34.1822|-119.216|211523|Sport and exercise psychologist|1962-03-06|396457611923|adults_50up_female_urban.json
765-93-6539|4913967743414672|Benjamin|Rios|M|4527 Michael Roads|Anahuac|TX|77514|29.662|-94.593|4942|Trade mark attorney|1993-03-30|16433636807|adults_2550_male_urban.json
231-27-4801|3569464594450046|Amanda|West|F|5200 Kyle Rapids Suite 115|Jersey City|NJ|07306|40.7321|-74.066|247530|Conference centre manager|1948-04-15|629675456882|adults_50up_female_urban.json
413-38-5025|676141086725|Donna|Contreras|F|4658 Koch Mills|Chicago|IL|60638|41.7814|-87.7705|2680484|Hospital pharmacist|1954-06-14|900410720729|adults_50up_female_urban.json
443-65-5122|2713298632731125|Lindsey|Moore|F|041 Munoz Ford|Honolulu|HI|96816|21.2887|-157.8006|403114|Programmer, multimedia|1971-01-11|455053265477|adults_50up_female_urban.json
453-01-8277|6011295675849319|Roger|Vasquez|M|62714 Crystal Road Suite 222|San Marcos|CA|92078|33.1193|-117.185|89275|Sports therapist|1966-11-29|18219360994|adults_50up_male_urban.json
527-54-7528|213188537838142|Lauren|Benson|F|40216 Erickson Tunnel|Woodland|IL|60974|40.7151|-87.7307|283|Photographer|1951-04-04|712811531671|adults_50up_female_rural.json
104-79-4090|4986248292294322715|Sue|Jones|F|57814 Melanie Circle|Woodridge|NY|12789|41.717|-74.5815|1838|Education administrator|2001-05-04|42060234962|young_adults_female_rural.json
713-37-0204|347991404186902|Hannah|Pacheco|F|0045 White Landing|Gretna|NE|68028|41.1345|-96.2458|10839|Database administrator|1967-07-09|345355916275|adults_50up_female_urban.json
400-08-6610|30268883345800|Kenneth|Robbins|M|09567 Morris Shoal Apt. 764|Claysburg|PA|16625|40.2821|-78.5083|3868|Radio producer|1989-06-19|637861077976|adults_2550_male_urban.json
234-30-0241|675946286910|Bryan|Macias|M|8358 Simpson Locks|Hebron|MD|21830|38.4026|-75.6963|4026|Engineer, biomedical|1969-11-15|119779061831|adults_50up_male_urban.json
076-85-9974|180040537670414|Francisco|Smith|M|52060 Cole Rapid|Bloomfield|NY|14469|42.8851|-77.46|6220|Environmental health practitioner|1974-11-06|898810960723|adults_2550_male_urban.json
711-23-1048|3588514579560560|Pamela|Mendoza|F|1188 Deborah Wells Apt. 051|Zephyrhills|FL|33544|28.2637|-82.3493|94033|Education administrator|1986-03-28|778996976790|adults_2550_female_urban.json
167-18-0144|6011941737144211|Donna|Johnson|F|210 Deborah Stravenue|Erie|PA|16504|42.1108|-80.0521|187498|Retail banker|1974-01-06|782742049039|adults_2550_female_urban.json
526-54-3081|4577543729541254|Michelle|Davis|F|169 Baldwin Field|Placentia|CA|92870|33.8744|-117.8543|52033|Occupational hygienist|1952-11-02|405447647339|adults_50up_female_urban.json
004-96-8605|501843865269|Sarah|Mitchell|F|053 Stacey Cape Apt. 584|Lakeville|CT|06039|41.9516|-73.4377|1942|Scientist, research (physical sciences)|1988-04-06|102075942606|adults_2550_female_rural.json
423-88-9706|375656663308027|Tara|Scott|F|16769 Edwards Crossing Suite 646|Cincinnati|OH|45237|39.188|-84.458|795220|Advice worker|1936-04-23|935007853776|adults_50up_female_urban.json
190-41-1168|578280174546|Jessica|Morales|F|4897 Shawna Avenue|Pottsville|PA|17901|40.684|-76.2123|23990|Civil Service fast streamer|2002-06-08|228427028726|young_adults_female_urban.json
847-91-9294|376269795536066|Douglas|Long|M|97658 Sandoval Squares|Cincinnati|OH|45231|39.2418|-84.5437|795220|Sports therapist|1952-03-01|790759735350|adults_50up_male_urban.json
360-16-1355|4989772709416|James|Mccann|M|61573 Young Loop Apt. 906|Canton|MI|48187|42.332|-83.4695|90173|Customer service manager|1933-09-25|708581190899|adults_50up_male_urban.json
194-50-0227|630451168037|Anna|Gould|F|759 Roy Row|South River|NJ|08882|40.4444|-74.3801|16008|Designer, fashion/clothing|1964-05-25|289591816751|adults_50up_female_urban.json
271-06-7199|3506331506792649|Stephanie|Smith|F|21138 Mcclure Trail Apt. 708|Needham|MA|02492|42.2798|-71.2501|28886|Facilities manager|1988-01-16|505011680438|adults_2550_female_urban.json
736-82-5446|4871340839752|Mary|Welch|F|495 Thomas Terrace|Tacoma|WA|98445|47.1291|-122.4094|323239|Meteorologist|1951-10-08|548899253864|adults_50up_female_urban.json
716-94-5346|639007449148|Brooke|Lopez|F|1905 Bryan Crest Suite 932|Corona|CA|92882|33.8419|-117.6043|233717|Chartered certified accountant|1968-10-10|380740243879|adults_50up_female_urban.json
889-39-0684|3541826199890524|Tonya|Berry|F|8871 Stephanie Radial|Serena|IL|60549|41.4995|-88.7509|643|Librarian, public|1947-09-29|913580611982|adults_50up_female_rural.json
191-42-1257|4589269631777181302|Patrick|Martinez|M|68342 Heather Trail|Cleveland|TX|77327|30.33|-95.0202|34153|Clinical molecular geneticist|1950-04-11|635178536402|adults_50up_male_urban.json
436-87-0703|588749945311|Brian|Blanchard|M|66840 Collins River|Kingston|PA|18704|41.2742|-75.8903|31206|Surveyor, mining|1949-10-31|559372712303|adults_50up_male_urban.json
890-58-4011|2679878111327859|Mark|Nunez|M|62612 Thomas Brooks|Louisville|KY|40219|38.1381|-85.6953|736284|Restaurant manager, fast food|1971-12-29|685782683478|adults_50up_male_urban.json
698-49-0481|4249872495806957|Christy|Thomas|F|15413 William Burgs|Moline|IL|61265|41.4906|-90.498|45099|Engineer, site|1965-10-03|624742061369|adults_50up_female_urban.json
776-02-3124|379157514044453|Mark|Vasquez|M|067 Melendez Tunnel|Sumter|SC|29150|33.9137|-80.3542|83799|Film/video editor|1932-10-26|5211284475|adults_50up_male_urban.json
413-47-5640|6011126137164031|Christopher|Shepherd|M|735 Johnson Valley Apt. 711|Brookline|MA|02446|42.3431|-71.123|49990|Planning and development surveyor|1953-03-13|634525920884|adults_50up_male_urban.json
463-36-1640|180086148731467|Robert|Wilson|M|5753 Lauren Row Apt. 017|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Bonds trader|1999-11-08|43416843623|young_adults_male_urban.json
341-65-3078|180027728289757|Kathryn|Mercado|F|22449 Mcconnell Spurs Suite 093|Orland Park|IL|60462|41.6194|-87.8422|64769|Health visitor|1968-05-06|324066491273|adults_50up_female_urban.json
751-35-8306|4909363662057042786|Jesse|Wallace|M|127 Norman Flat|Rochester|NY|14606|43.1685|-77.6845|478127|Civil engineer, contracting|1961-10-10|551411317716|adults_50up_male_urban.json
656-72-1709|4178556657203|Alisha|Mccarthy|F|81332 Wilson Drive|Garden City|KS|67846|37.9769|-100.8621|33696|IT consultant|1978-04-21|619700003127|adults_2550_female_urban.json
005-13-3387|4853681909873|Robert|Short|M|9671 Wolf Parks Apt. 250|Grafton|WI|53024|43.3231|-87.9521|16579|Teacher, primary school|1952-06-16|66452765415|adults_50up_male_urban.json
619-14-1344|2353775462840618|Janice|Harris|F|839 Henry Land|East Elmhurst|NY|11370|40.7611|-73.8916|78303|Research scientist (maths)|1958-04-19|591022152990|adults_50up_female_urban.json
261-03-7612|4499189162152939|Kelly|Hernandez|F|1046 Rodriguez Keys|Hazel Green|KY|41332|37.7981|-83.421|1184|Pathologist|2003-03-14|155005685746|young_adults_female_rural.json
007-55-7034|3515556504676555|Andrew|Cameron|M|7236 Huber Inlet|Somerville|NJ|08876|40.588|-74.6874|22179|Surveyor, building control|1965-05-06|1040672228|adults_50up_male_urban.json
130-73-0177|36714623511825|Mary|Jackson|F|845 Brooke Island Apt. 771|Austin|TX|78753|30.3648|-97.6827|940359|Call centre manager|1981-11-07|261404718671|adults_2550_female_urban.json
356-16-7358|6588235513532753|Kevin|Walker|M|994 Jeffrey Circle|Killeen|TX|76543|31.1172|-97.6651|164094|Tree surgeon|1968-07-24|789284058672|adults_50up_male_urban.json
824-72-7586|180014538852834|Joseph|Pratt|M|709 Allen Walks Suite 943|Port Arthur|TX|77642|29.9212|-93.927|53986|Emergency planning/management officer|1970-02-21|354610036043|adults_50up_male_urban.json
581-44-6241|4231449081722580392|Michelle|Anderson|F|623 Roth Ports|Mobile|AL|36618|30.7322|-88.1758|270712|Leisure centre manager|1933-03-27|658798895552|adults_50up_female_urban.json
478-41-7931|180001366220630|Curtis|Yates|M|0275 Lozano Stream Suite 425|Neenah|WI|54956|44.1811|-88.4792|42696|Exhibition designer|1978-01-27|273722958695|adults_2550_male_urban.json
842-93-8177|3553081695787239|Allison|Whitehead|F|9830 Davis Springs Apt. 206|Tarzana|CA|91356|34.1671|-118.5414|29458|Energy engineer|1979-10-03|588060507603|adults_2550_female_urban.json
061-58-8797|2289218169775257|Mark|Campbell|M|57480 Reyes Corner Suite 489|Madisonville|KY|42431|37.3256|-87.4953|26916|Medical sales representative|1952-11-25|930336424682|adults_50up_male_urban.json
349-30-6681|5238748716445694|Alyssa|Taylor|F|53316 Smith Center|Nacogdoches|TX|75964|31.6737|-94.6932|55627|Psychologist, sport and exercise|1974-09-28|630587631704|adults_2550_female_urban.json
380-66-9232|2269765190174995|Mark|Robinson|M|9785 Vega Village|Hialeah|FL|33012|25.8654|-80.3059|347944|Restaurant manager, fast food|1961-02-16|529394116988|adults_50up_male_urban.json
449-73-7299|30004252769597|Melissa|Wise|F|410 Mejia Inlet|New Britain|CT|06051|41.6667|-72.7722|73240|Environmental manager|1937-11-20|210684509236|adults_50up_female_urban.json
177-03-9026|2250184186422353|Kevin|Simmons|M|96248 Forbes Heights Apt. 948|High Point|NC|27260|35.954|-79.9884|116061|Printmaker|1981-10-01|167989831750|adults_2550_male_urban.json
795-31-4624|4724371408286633|Melanie|Levy|F|015 Phillips Union|Philadelphia|PA|19131|39.9845|-75.2282|1526206|Air traffic controller|1935-02-22|807752549867|adults_50up_female_urban.json
014-14-5426|4030064641731353|Kimberly|George|F|567 Michelle Stream Suite 811|Salt Lake City|UT|84121|40.6226|-111.7777|594043|Child psychotherapist|1967-03-05|29646745939|adults_50up_female_urban.json
074-33-5596|3574906463511400|Anna|Williams|F|539 Caleb Rue Suite 571|Indianapolis|IN|46202|39.7851|-86.1595|910148|Psychologist, sport and exercise|1994-11-06|655636575643|adults_2550_female_urban.json
243-53-5543|342327337918027|Grant|Williams|M|266 Thomas Run|Millen|GA|30442|32.7877|-81.9618|7698|Doctor, hospital|1956-05-14|445833738057|adults_50up_male_urban.json
885-70-1683|4224304968565|Teresa|Phillips|F|132 Jessica Centers Suite 108|Fairfax|VA|22032|38.8177|-77.2925|151929|Forensic scientist|1990-09-18|387181991474|adults_2550_female_urban.json
367-72-9551|4881590619292218|Valerie|Martin|F|476 Jones Wall Apt. 141|Sheboygan|WI|53083|43.8176|-87.766|63491|Best boy|1961-12-04|689373659853|adults_50up_female_urban.json
664-63-8831|4618845243455|Robert|Evans|M|8017 Andrea Plains|Emeryville|CA|94608|37.8365|-122.2804|28019|Psychologist, counselling|1958-12-01|517884989166|adults_50up_male_urban.json
040-35-0147|180032175751465|Luis|Hill|M|6823 Dana Highway|Clintwood|VA|24228|37.1592|-82.4453|7016|Medical technical officer|1981-04-18|478656465679|adults_2550_male_urban.json
116-07-2483|4144648413269718|John|Barrett|M|85864 Tony Cliff|Harbor City|CA|90710|33.797|-118.2991|25457|Land|1969-01-07|935563451014|adults_50up_male_urban.json
866-05-1812|6011943665112277|Eric|Harris|M|0621 Anderson Parks Apt. 818|Seaford|DE|19973|38.6404|-75.6041|23838|Medical illustrator|1964-03-21|443826422454|adults_50up_male_urban.json
343-98-5074|371752614220793|Kathryn|Thompson|F|07220 Smith Flats Suite 202|Monitor|WA|98836|47.4852|-120.4158|584|Pilot, airline|1994-03-06|252529593263|adults_2550_female_rural.json
648-79-6205|675908519415|Carol|Gill|F|55383 Nicholas Knoll|Azusa|CA|91702|34.1248|-117.9031|59705|Financial adviser|1977-08-08|912972940748|adults_2550_female_urban.json
532-26-0773|4377964439120928|Darrell|Cole|M|0354 Timothy Prairie|El Cajon|CA|92021|32.8178|-116.9223|165433|Therapist, horticultural|1999-05-20|134150891109|young_adults_male_urban.json
407-33-0973|36015004385288|Jason|Miller|M|27043 Samuel Plaza|Downingtown|PA|19335|40.0161|-75.7183|46984|Emergency planning/management officer|1975-02-10|983714262200|adults_2550_male_urban.json
133-27-1695|5293878812956567|Dale|Aguilar|M|312 Rachel Parkways|Denton|TX|76208|33.2117|-97.0612|139552|Therapist, art|1988-05-28|201249430062|adults_2550_male_urban.json
495-84-5484|6547149497469231|Samantha|Mejia|F|17943 Cisneros Fork Apt. 780|Erie|PA|16509|42.0763|-80.0668|187498|Geologist, wellsite|1945-03-07|642247993576|adults_50up_female_urban.json
459-88-2353|3512286835120429|Jaclyn|Sanchez|F|12169 Brenda Mountain Apt. 969|Pierce|NE|68767|42.1943|-97.5256|3174|Air traffic controller|1999-01-20|437592903794|young_adults_female_urban.json
558-85-2515|180000762599621|Stephanie|Ramirez|F|1425 Carrie Run|Stafford|TX|77477|29.6228|-95.5678|35897|Sales promotion account executive|1991-07-24|757683618473|adults_2550_female_urban.json
347-49-8844|4333193338242|Jamie|Johnson|F|3282 Donna Crescent|Everett|PA|15537|40.0098|-78.3713|7952|Investment banker, corporate|1991-10-14|386456066589|adults_2550_female_urban.json
448-64-5796|4018603214465448|Larry|Ponce|M|065 Gary Estates Apt. 438|Weirton|WV|26062|40.4137|-80.5683|21801|Camera operator|1969-08-31|321941577630|adults_50up_male_urban.json
155-09-4548|376644577200802|Sara|Smith|F|5895 Hernandez Isle|Ashland|OR|97520|42.1885|-122.693|24469|Education officer, environmental|1989-01-09|99699948728|adults_2550_female_urban.json
552-76-9958|213122428497387|James|Sanders|M|10794 Rosario Ridges Suite 499|Tacoma|WA|98421|47.2664|-122.4015|323239|Chartered public finance accountant|1931-01-26|993681739746|adults_50up_male_urban.json
630-94-5866|6011957217894026|Michele|Schwartz|F|654 Alexandria Islands Apt. 805|Las Cruces|NM|88012|32.5835|-106.7714|143900|Engineer, control and instrumentation|1985-01-18|222676239987|adults_2550_female_urban.json
219-20-6160|347688150885006|Carol|Greene|F|7658 Rhonda Center|Houston|TX|77022|29.8299|-95.3769|2906700|Psychiatric nurse|1984-12-06|162129148277|adults_2550_female_urban.json
248-48-8914|6542805886915036|April|Casey|F|1283 Franklin Cape|Columbus|OH|43231|40.081|-82.9383|783285|Advertising account planner|1961-01-02|537516407067|adults_50up_female_urban.json
742-55-3662|30358944143722|George|Wagner|M|192 Makayla Port Apt. 850|Virginia Beach|VA|23464|36.7978|-76.1759|437994|Economist|1980-06-01|528073076101|adults_2550_male_urban.json
750-89-9759|4606783703939687671|Valerie|Thompson|F|3922 Jason Centers|Spring Valley|CA|91977|32.724|-116.9976|67264|Psychologist, prison and probation services|1945-05-15|23076721661|adults_50up_female_urban.json
372-93-7806|503866079026|Luis|Williams|M|16049 David Points|Wilmington|DE|19803|39.7994|-75.5317|215619|Theatre director|1936-11-04|179884864349|adults_50up_male_urban.json
866-44-0860|569915683431|Douglas|Hayes|M|51395 Maria Summit|Mesa|AZ|85205|33.4368|-111.7129|478404|Gaffer|1990-03-26|602941169289|adults_2550_male_urban.json
433-20-0073|4883715714069249|Sara|Martinez|F|51735 Vasquez Drives|Sanger|CA|93657|36.7243|-119.5478|34999|Insurance claims handler|2007-04-25|884491575898|young_adults_female_urban.json
776-78-3155|36313108556049|Vanessa|Richards|F|5494 Shannon Mill Suite 823|Taunton|MA|02780|41.905|-71.1026|49036|Chiropractor|1979-10-19|366906453612|adults_2550_female_urban.json
430-35-7534|503860168049|John|Adams|M|468 Michael Terrace Suite 354|Fort Payne|AL|35967|34.4368|-85.7124|21205|Chartered certified accountant|1974-03-11|267685837770|adults_2550_male_urban.json
321-25-8646|6011772539291466|Samuel|Coleman|M|26739 Jessica Vista Suite 943|Whiteville|TN|38075|35.3191|-89.1337|6936|Secretary, company|1973-07-18|214707886046|adults_2550_male_urban.json
258-06-2566|372840035324457|Jeffrey|Mason|M|51660 Mendoza Pike|Dewey|AZ|86327|34.5368|-112.2567|8858|Phytotherapist|1975-07-30|989528914217|adults_2550_male_urban.json
197-60-8395|180086719713209|Lawrence|Thomas|M|677 Evan Springs|El Dorado|AR|71730|33.2074|-92.6629|32213|Operational investment banker|1998-06-18|549187154118|young_adults_male_urban.json
229-21-3514|4756818819557748|Sheila|Ramos|F|90169 Michelle Burg Apt. 092|Los Angeles|CA|90025|34.0447|-118.4487|2383912|Horticultural consultant|1965-01-17|48776929201|adults_50up_female_urban.json
316-80-6590|180008936162226|Jerry|Bowman|M|261 Kim Keys|Willow Springs|IL|60480|41.7364|-87.8786|5246|Engineer, site|1984-02-22|329690983241|adults_2550_male_urban.json
185-80-5568|060464600158|Regina|Wilson|F|72898 Nguyen View Apt. 098|Kannapolis|NC|28083|35.4848|-80.6015|49010|Environmental manager|1973-07-06|480725992178|adults_2550_female_urban.json
671-39-1523|6507656738575178|Ann|Mitchell|F|41491 Regina Turnpike|Kokomo|IN|46902|40.4509|-86.1352|73330|Advertising copywriter|1972-04-20|354887801572|adults_50up_female_urban.json
588-03-4646|501844418175|Jenny|Elliott|F|83700 Edwards Manors Apt. 337|San Luis Obispo|CA|93405|35.2901|-120.6817|63473|Toxicologist|1964-03-25|17789237381|adults_50up_female_urban.json
206-69-0427|36969729006431|Megan|Parsons|F|82396 Brenda Lodge Apt. 888|College Park|MD|20742|38.9896|-76.9457|36588|Scientist, audiological|1991-10-17|19079782821|adults_2550_female_urban.json
136-62-6524|213173548669140|Richard|Edwards|M|2555 Latoya Village Suite 338|Rocky Point|NY|11778|40.9492|-72.9357|12709|Research scientist (maths)|1933-10-31|353910203464|adults_50up_male_urban.json
491-48-9105|4083415858393665|Amber|Dodson|F|8291 Hudson Brook|Cypress|CA|90630|33.8181|-118.0357|47993|Psychologist, occupational|1955-08-08|110564136649|adults_50up_female_urban.json
129-59-8254|377429057895845|Christian|Chang|M|49672 Willis Corners Apt. 238|Makawao|HI|96768|20.8469|-156.3327|17668|Administrator, Civil Service|1945-06-17|48674839745|adults_50up_male_urban.json
